Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP,EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,4237626,$4237626.00,$1066.00,DSF: 0000888902
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP,EXTERIOR MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,263675,$263675.00,$18294.00,DSF: 0000888902
31,R600,RALPH MCKEE VOC HS - S. I.,SCA CIP RESOA,FY17 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,01/31/2017,05/01/2017,04/21/2017,0,$4303.00,$729.00,DSF: 0000844924
31,R600,RALPH MCKEE VOC HS - S. I.,SCA CIP RESOA,FY17 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,6000,$130609.00,$2914.00,DSF: 0000844924
31,R600,RALPH MCKEE VOC HS - S. I.,SCA CIP RESOA,FY17 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,88000,$1978710.00,$0.00,DSF: 0000844924
31,R600,RALPH MCKEE VOC HS - S. I.,SCA CIP RESOA,FY17 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,6000,$134912.00,$0.00,DSF: 0000844924
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866384
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000866384
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,220000,$220000.00,$0.00,DSF: 0000866384
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000866384
31,R600,RALPH R. MCKEE CAREER AND TECH,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,06/01/2017,FTK,09/07/2017,FTK,$226204.00,$118357.00,DSF: 0000845617
31,R600,RALPH R. MCKEE CAREER AND TECH,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,06/21/2017,07/21/2017,,500000,$197382.00,$197382.00,DSF: 0000844611
31,R722,R721 SPED - STATEN ISLAND,SCA CIP,MASONRY/PARAPETS/HVAC/WINDOW/EXHAUST UPG/LIGHTING,Scope,Complete,09/09/2011,01/30/2012,02/08/2012,358013,$312009.00,$312009.00,"DSF: 0000726448, 0000726449, 0000732118, 0000770705, 0000770707, 0000770710, 0000770711, 0000770715, 0000770718, 0000770719, 0000777261"
31,R722,R721 SPED - STATEN ISLAND,SCA CIP,MASONRY/PARAPETS/HVAC/WINDOW/EXHAUST UPG/LIGHTING,Design,Complete,05/09/2013,10/09/2013,05/06/2015,1414171,$866975.00,$818627.00,"DSF: 0000726448, 0000726449, 0000732118, 0000770705, 0000770707, 0000770710, 0000770711, 0000770715, 0000770718, 0000770719, 0000777261"
31,R722,R721 SPED - STATEN ISLAND,SCA CIP,MASONRY/PARAPETS/HVAC/WINDOW/EXHAUST UPG/LIGHTING,Construction,PNS,PNS,PNS,PNS,24910807,$24910807.00,$1730824.00,"DSF: 0000726448, 0000726449, 0000732118, 0000770705, 0000770707, 0000770710, 0000770711, 0000770715, 0000770718, 0000770719, 0000777261"
31,R722,R721 SPED - STATEN ISLAND,SCA CIP,MASONRY/PARAPETS/HVAC/WINDOW/EXHAUST UPG/LIGHTING,"CM, F&E",PNS,PNS,PNS,PNS,1903197,$1903197.00,$251032.00,"DSF: 0000726448, 0000726449, 0000732118, 0000770705, 0000770707, 0000770710, 0000770711, 0000770715, 0000770718, 0000770719, 0000777261"
31,R722,R721 SPED - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/19/2017,01/15/2018,09/08/2017,150000,$148875.00,$148875.00,DSF: 0000845388
31,R722,R721 SPED - STATEN ISLAND,DOE - Skilled Trades,SEWER EJECTOR PUMPS,Construction,In-Progress,09/28/2015,DOES,,DOES,$94996.00,$94996.00,DSF: 0000843947
31,R825,R025 SPED - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Scope,Complete,03/29/2016,07/28/2016,07/05/2016,0,$10395.00,$10395.00,DSF: 0000822329
31,R825,R025 SPED - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Design,Complete,07/12/2016,12/13/2016,12/21/2016,22652,$39287.00,$39287.00,DSF: 0000822329
31,R825,R025 SPED - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,Complete,03/08/2017,09/13/2017,08/03/2017,332224,$284579.00,$245015.00,DSF: 0000822329
31,R825,R025 SPED - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,"CM, F&E",Complete,03/08/2017,09/13/2017,08/03/2017,65879,$79564.00,$78644.00,DSF: 0000822329
31,R825,R025 SPED - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/07/2017,07/07/2017,09/25/2017,40000,$39700.00,$39700.00,DSF: 0000844596
31,R825,R025 SPED - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/07/2017,07/07/2017,09/25/2017,50000,$49625.00,$49625.00,DSF: 0000845293
31,R826,P.S. 3 - STATEN ISLAND,SCA CIP,ELECTRICAL SERVICE UPGRADE,Scope,Complete,09/27/2016,02/01/2017,01/03/2017,20915,$10802.00,$10802.00,DSF: 0000838676
31,R826,P.S. 3 - STATEN ISLAND,SCA CIP,ELECTRICAL SERVICE UPGRADE,Design,Complete,03/15/2017,08/14/2017,05/16/2017,76690,$43269.00,$43269.00,DSF: 0000838676
31,R826,P.S. 3 - STATEN ISLAND,SCA CIP,ELECTRICAL SERVICE UPGRADE,Construction,In-Progress,07/05/2017,05/30/2018,,812215,$728952.00,$231836.00,DSF: 0000838676
31,R826,P.S. 3 - STATEN ISLAND,SCA CIP,ELECTRICAL SERVICE UPGRADE,"CM, F&E",In-Progress,07/05/2017,05/30/2018,,188239,$82783.00,$35197.00,DSF: 0000838676
31,R829,P.S. 65 - STATEN ISLAND,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,02/06/2017,F&E,08/24/2017,164000,$164000.00,$163895.00,DSF: 0000844609
31,R829,P.S. 65 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/16/2017,01/15/2018,07/18/2017,100000,$99247.00,$99247.00,DSF: 0000845387
31,R829,P.S. 65 - STATEN ISLAND,DOE - Skilled Trades,DEFECTIVE LOCHINVAR WATER HEATER &,Construction,In-Progress,12/28/2015,DOES,,DOES,$55414.00,$55414.00,DSF: 0000843902
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,12/22/2014,03/25/2015,04/15/2015,0,$25255.00,$25232.00,DSF: 0000800366
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,05/11/2016,09/26/2016,09/02/2016,57240,$62742.00,$55817.00,DSF: 0000800366
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,04/07/2017,01/01/2018,,839520,$576838.00,$12829.00,DSF: 0000800366
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,04/07/2017,01/01/2018,,57240,$52843.00,$46739.00,DSF: 0000800366
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866383
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,18000,$18000.00,$0.00,DSF: 0000866383
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,264000,$264000.00,$0.00,DSF: 0000866383
31,R831,P.S. 74 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,18000,$18000.00,$0.00,DSF: 0000866383
31,R840,R037 SPED - STATEN ISLAND,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEM,Purch & Install,Complete,07/01/2017,06/30/2018,07/19/2017,DIIX,$280955.00,$280955.00,DSF: 0000867113
31,R861,P.S. 861 - STATEN ISLAND,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,02/15/2017,F&E,08/30/2017,260000,$260000.00,$260000.00,DSF: 0000844612
31,R861,P.S. 861 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,10/31/2017,130000,$129025.00,$129025.00,DSF: 0000845389
31,R880,P.S. 80 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Scope,Complete,03/02/2017,06/30/2017,07/18/2017,0,$20121.00,$20121.00,DSF: 0000844226
31,R880,P.S. 80 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Design,In-Progress,09/06/2017,01/25/2018,,110760,$90639.00,$8084.00,DSF: 0000844226
31,R880,P.S. 80 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,1624480,$1624480.00,$0.00,DSF: 0000844226
31,R880,P.S. 80 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,110760,$110760.00,$0.00,DSF: 0000844226
31,R880,P.S. 80 - STATEN ISLAND,Fast Track Projects,GAS SERVICE,Construction,In-Progress,08/18/2015,FTK,,FTK,$476413.00,$316372.00,DSF: 0000035846
31,R880,P.S. 80 - STATEN ISLAND,DOE - Skilled Trades,CHILLER REPLACEMENT,Construction,In-Progress,02/08/2017,DOES,,DOES,$330723.00,$0.00,DSF: 0000860685
31,R880,P.S. 80 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,$170000.00,$1861.00,DSF: 0000866057
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,Complete,03/16/2017,07/14/2017,04/05/2017,0,$2533.00,$2533.00,DSF: 0000844787
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,Complete,04/05/2017,09/28/2017,05/15/2017,30929,$10228.00,$10228.00,DSF: 0000844787
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,In-Progress,08/22/2017,07/17/2018,,453625,$333212.00,$2575.00,DSF: 0000844787
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",In-Progress,08/22/2017,07/17/2018,,138138,$129585.00,$27924.00,DSF: 0000844787
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867237
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000867237
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,132000,$132000.00,$0.00,DSF: 0000867237
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000867237
32,K045,P.S. 45 - BROOKLYN,SCA IEH,IEH PO18-TEACHERS LOUNGE,Construction,Complete,04/03/2017,IEH,07/09/2017,IEH,$60576.00,$5012.00,DSF: 0000045994
32,K045,P.S. 45 - BROOKLYN,SCA IEH,"IEH PO18-RMS 239,244,246,248,250,252,254",Construction,In-Progress,04/24/2017,IEH,,IEH,$174668.00,$15308.00,DSF: 0000046373
32,K075,P.S. 75 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,01/25/2017,DOEL,,DOEL,$402.00,$402.00,DSF:
32,K086,P.S. 86 - BROOKLYN,SCA CIP RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,Scope,Complete,03/07/2017,07/05/2017,03/31/2017,0,$4076.00,$4076.00,DSF: 0000799338
32,K086,P.S. 86 - BROOKLYN,SCA CIP RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,Design,Complete,03/31/2017,09/25/2017,05/15/2017,24879,$16305.00,$16305.00,DSF: 0000799338
32,K086,P.S. 86 - BROOKLYN,SCA CIP RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,Construction,In-Progress,08/07/2017,07/02/2018,,364887,$315712.00,$124650.00,DSF: 0000799338
32,K086,P.S. 86 - BROOKLYN,SCA CIP RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,"CM, F&E",In-Progress,08/07/2017,07/02/2018,,112888,$115207.00,$51905.00,DSF: 0000799338
32,K086,P.S. 86 - BROOKLYN,SCA IEH,"IEH PO18-RMS 209,301A,309",Construction,In-Progress,05/08/2017,IEH,,IEH,$20492.00,$1202.00,DSF: 0000046589
32,K106,P.S. 106 - BROOKLYN,SCA CIP RESOA,FY 15 RESO A ROOM CONVERSION,Scope,Complete,05/08/2015,09/14/2015,12/07/2015,0,$8742.00,$8742.00,DSF: 0000821686
32,K106,P.S. 106 - BROOKLYN,SCA CIP RESOA,FY 15 RESO A ROOM CONVERSION,Design,Complete,03/31/2016,07/29/2016,05/27/2016,34790,$43009.00,$42324.00,DSF: 0000821686
32,K106,P.S. 106 - BROOKLYN,SCA CIP RESOA,FY 15 RESO A ROOM CONVERSION,Construction,Complete,01/10/2017,09/06/2017,09/06/2017,510252,$488128.00,$343377.00,DSF: 0000821686
32,K106,P.S. 106 - BROOKLYN,SCA CIP RESOA,FY 15 RESO A ROOM CONVERSION,"CM, F&E",Complete,01/10/2017,09/06/2017,09/06/2017,49016,$95358.00,$84091.00,DSF: 0000821686
32,K106,P.S. 106 - BROOKLYN,SCA IEH,IEH PO18-MAIN ENTRANCE NEAR DOORS,Construction,In-Progress,12/07/2017,IEH,,IEH,$6996.00,$2896.00,DSF: 0000049709
32,K106,P.S. 106 EDWARD EVERETT HALE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/17/2017,02/01/2018,,250000,$248125.00,$248125.00,DSF: 0000844783
32,K111,I.S. 347 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,Scope,Complete,05/01/2015,09/16/2015,09/21/2015,38806,$43208.00,$43208.00,"DSF: 0000802752, 0000821904"
32,K111,I.S. 347 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,Design,Complete,09/30/2015,04/06/2016,10/03/2016,149744,$210091.00,$192162.00,"DSF: 0000802752, 0000821904"
32,K111,I.S. 347 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,Construction,In-Progress,01/09/2017,01/08/2018,,2315799,$2139382.00,$1104877.00,"DSF: 0000802752, 0000821904"
32,K111,I.S. 347 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,"CM, F&E",In-Progress,01/09/2017,01/08/2018,,363783,$388965.00,$277976.00,"DSF: 0000802752, 0000821904"
32,K111,I.S. 349 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Scope,Complete,04/21/2017,08/22/2017,07/12/2017,27977,$6844.00,$6844.00,DSF: 0000847155
32,K111,I.S. 349 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Design,Complete,07/20/2017,12/21/2017,09/27/2017,102582,$27377.00,$27377.00,DSF: 0000847155
32,K111,I.S. 349 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,1086438,$1086438.00,$17040.00,DSF: 0000847155
32,K111,I.S. 349 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,251793,$251793.00,$18439.00,DSF: 0000847155
32,K111,I.S. 349 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867365
32,K111,I.S. 349 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000867365
32,K111,I.S. 349 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$0.00,DSF: 0000867365
32,K111,I.S. 349 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000867365
32,K111,I.S. 347 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/10/2017,07/06/2017,07/06/2017,50000,$49625.00,$49625.00,DSF: 0000845344
32,K116,P.S. 116 - BROOKLYN,SCA CIP RESOA,FY17 RESO A VISUAL ART LAB,Scope,Complete,02/03/2017,05/05/2017,02/27/2017,0,$7344.00,$7344.00,DSF: 0000844786
32,K116,P.S. 116 - BROOKLYN,SCA CIP RESOA,FY17 RESO A VISUAL ART LAB,Design,Complete,02/28/2017,07/19/2017,05/10/2017,26430,$27412.00,$24666.00,DSF: 0000844786
32,K116,P.S. 116 - BROOKLYN,SCA CIP RESOA,FY17 RESO A VISUAL ART LAB,Construction,In-Progress,06/21/2017,01/16/2018,,387639,$312979.00,$50493.00,DSF: 0000844786
32,K116,P.S. 116 - BROOKLYN,SCA CIP RESOA,FY17 RESO A VISUAL ART LAB,"CM, F&E",In-Progress,06/21/2017,01/16/2018,,26908,$31865.00,$13199.00,DSF: 0000844786
32,K116,P.S. 116 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,07/01/2016,07/01/2017,,DIIT,,$0.00,DSF: 0000776738
32,K123,P.S. 123 - BROOKLYN,SCA IEH,IEH PO18-RM 414,Construction,In-Progress,08/30/2017,IEH,,IEH,$18221.00,$3708.00,DSF: 0000048457
32,K123,P.S. 123 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,01/25/2017,DOEL,,DOEL,$700.00,$0.00,DSF:
32,K145,P.S. 145 - BROOKLYN,SCA IEH,"IEH PO18-CAFETERIA & BASEMENT CORRIDORS, MEDICAL O",Construction,In-Progress,05/08/2017,IEH,,IEH,$1022.00,$522.00,DSF: 0000046608
32,K145,P.S. 145 - BROOKLYN,SCA IEH,"IEH PO18-RM 107 MAIN OFFICE, RM 107A COPY RM",Construction,In-Progress,05/18/2017,IEH,,IEH,$12962.00,$1462.00,DSF: 0000046845
32,K145,P.S. 145 - BROOKLYN,SCA IEH,"IEH PO18-RMS 322,316,319,213,252",Construction,In-Progress,11/06/2017,IEH,,IEH,$17890.00,$990.00,DSF: 0000049246
32,K145,P.S. 145 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,01/25/2017,DOEL,,DOEL,$538.00,$538.00,DSF:
32,K145,P.S. 145 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,08/08/2016,DOES,,DOES,$74935.00,$45305.00,DSF: 0000844723
32,K151,P.S. 151 - BROOKLYN,SCA IEH,"IEH PO18-1ST FL. HALLWAY, STAIRWAY LANDINGS",Construction,In-Progress,12/29/2016,IEH,,IEH,$6875.00,$925.00,DSF: 0000044733
32,K151,P.S. 151 - BROOKLYN,SCA IEH,"IEH PO18-2ND FL CORRIDOR & 2ND FL STWY B,C, D,E,F",Construction,In-Progress,10/12/2017,IEH,,IEH,$12690.00,$990.00,DSF: 0000048966
32,K151,P.S. 151 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,06/17/2013,DOEL,10/27/2016,DOEL,$400.00,$400.00,DSF:
32,K151,P.S. 151 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,01/25/2017,DOEL,04/17/2017,DOEL,$422.00,$422.00,DSF:
32,K162,I.S. 162 - BROOKLYN,SCA CIP,HAZARD CNDTN/MSNRY/ PARAPETS/ROOFS/FLD/WATER PNTRN,Scope,Complete,10/13/2015,03/02/2016,08/23/2016,151348,$181050.00,$180593.00,"DSF: 0000803472, 0000847841, 0000847842, 0000847843, 0000847844, 0000866310"
32,K162,I.S. 162 - BROOKLYN,SCA CIP,HAZARD CNDTN/MSNRY/ PARAPETS/ROOFS/FLD/WATER PNTRN,Design,In-Progress,02/03/2017,07/06/2017,,598629,$598629.00,$51400.00,"DSF: 0000803472, 0000847841, 0000847842, 0000847843, 0000847844, 0000866310"
32,K162,I.S. 162 - BROOKLYN,SCA CIP,HAZARD CNDTN/MSNRY/ PARAPETS/ROOFS/FLD/WATER PNTRN,Construction,PNS,PNS,PNS,PNS,10617661,$10617661.00,$47896.00,"DSF: 0000803472, 0000847841, 0000847842, 0000847843, 0000847844, 0000866310"
32,K162,I.S. 162 - BROOKLYN,SCA CIP,HAZARD CNDTN/MSNRY/ PARAPETS/ROOFS/FLD/WATER PNTRN,"CM, F&E",PNS,PNS,PNS,PNS,794156,$794156.00,$26523.00,"DSF: 0000803472, 0000847841, 0000847842, 0000847843, 0000847844, 0000866310"
32,K162,I.S. 162 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,02/03/2017,06/27/2017,03/15/2017,23562,$17956.00,$17956.00,DSF: 0000847838
32,K162,I.S. 162 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,In-Progress,03/24/2017,09/28/2017,,94247,$94247.00,$3090.00,DSF: 0000847838
32,K162,I.S. 162 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,1767122,$1767122.00,$5565.00,DSF: 0000847838
32,K162,I.S. 162 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,109954,$109954.00,$2406.00,DSF: 0000847838
32,K162,I.S. 162 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866677
32,K162,I.S. 162 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,30000,$30000.00,$0.00,DSF: 0000866677
32,K162,I.S. 162 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,440000,$440000.00,$0.00,DSF: 0000866677
32,K162,I.S. 162 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,30000,$30000.00,$0.00,DSF: 0000866677
32,K162,I.S. 162 - BROOKLYN,SCA IEH,IEH PO18-3RD FLR HALLWAY,Construction,In-Progress,03/08/2017,IEH,,IEH,$12112.00,$412.00,DSF: 0000045588
32,K162,I.S. 162 - BROOKLYN,SCA IEH,IEH PO18-4TH FLR HALLWAY,Construction,In-Progress,05/01/2017,IEH,,IEH,$11250.00,$0.00,DSF: 0000046485
32,K162,I.S. 162 - BROOKLYN,SCA IEH,IEH PO18-CAFETERIA,Construction,Complete,07/21/2017,IEH,08/13/2017,IEH,$33816.00,$2428.00,DSF: 0000047745
32,K162,I.S. 162 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A- RESO A MOBILE SCIENCE LAB,F&E,Complete,09/14/2017,  /  /,12/05/2017,49000,$49000.00,$48000.00,DSF: 0000867149
32,K162,I.S. 162 - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,07/01/2017,11/28/2017,11/28/2017,DIIX,$198722.00,$198722.00,DSF: 0000867139
32,K162,I.S. 162 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/26/2017,01/15/2018,08/28/2017,150000,$100843.00,$100843.00,DSF: 0000844377
32,K274,P.S. 274 - BROOKLYN,SCA CIP,PARAPETS/EXTERIOR MASONRY,Scope,In-Progress,12/18/2017,05/04/2018,,53883,$53883.00,$0.00,"DSF: 0000872405, 0000872406"
32,K274,P.S. 274 - BROOKLYN,SCA CIP,PARAPETS/EXTERIOR MASONRY,Design,PNS,PNS,PNS,PNS,215533,$215533.00,$0.00,"DSF: 0000872405, 0000872406"
32,K274,P.S. 274 - BROOKLYN,SCA CIP,PARAPETS/EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,4041257,$4041257.00,$0.00,"DSF: 0000872405, 0000872406"
32,K274,P.S. 274 - BROOKLYN,SCA CIP,PARAPETS/EXTERIOR MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,251456,$251456.00,$0.00,"DSF: 0000872405, 0000872406"
32,K274,P.S. 274 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866693
32,K274,P.S. 274 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000866693
32,K274,P.S. 274 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,$132000.00,$0.00,DSF: 0000866693
32,K274,P.S. 274 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000866693
